protein_id,graph_path,voxel_path,uniprot_accession,GO:0005634,GO:0005829,GO:0005886,GO:0005737,GO:0005654,GO:0016020,GO:0046872,GO:0005615,GO:0070062,GO:0005576,GO:0005739,GO:0042802,GO:0006357,GO:0003723,GO:0005524,GO:0000981,GO:0005783,GO:0005794,GO:0000785,GO:0005789,GO:0000978,GO:0045944,GO:0003677,GO:0007165,GO:0000122,GO:0005730,GO:0043231,GO:0005509,GO:0042803,GO:0000139,GO:0008270,GO:0098978,GO:0009986,GO:0030154,GO:0032991,GO:0045087,GO:0005813,GO:1990837,GO:0005759,GO:0045893,GO:0048471,GO:0006355,GO:0009897,GO:0005102,GO:0006508,GO:0003682,GO:0045892,GO:0016567,GO:0001228,GO:0003700,GO:0007155,GO:0005743,GO:0044877,GO:0000977,GO:0006955,GO:0008285,GO:0043066,GO:0005925,GO:0004930,GO:0051301,GO:0005856,GO:0006974,GO:0019901,GO:0006954,GO:0008284,GO:0016324,GO:0005525,GO:0030425,GO:0035556,GO:0016607,GO:0006915,GO:0016604,GO:0045202,GO:0007186,GO:0016887,GO:0007399,GO:0043005,GO:0043565,GO:0005765,GO:0031267,GO:0046982,GO:0010628,GO:0007283,GO:0061630,GO:0006281,GO:0045296,GO:0019899,GO:0043025,GO:0007420,GO:0005096,GO:0005764,GO:0003924,GO:0001227,GO:0060271,GO:0005929,GO:0030424,GO:1990904,GO:0010629,GO:0043065,GO:0016323
AF-Q9UKK3-F1-model_v4,ten_percent_graphs/graph_AF-Q9UKK3-F1-model_v4.pt,ten_percent_voxels/voxel_AF-Q9UKK3-F1-model_v4.pt,Q9UKK3,1,1,0,1,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0
AF-Q6PI97-F1-model_v4,ten_percent_graphs/graph_AF-Q6PI97-F1-model_v4.pt,ten_percent_voxels/voxel_AF-Q6PI97-F1-model_v4.pt,Q6PI97,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0
AF-Q9H841-F1-model_v4,ten_percent_graphs/graph_AF-Q9H841-F1-model_v4.pt,ten_percent_voxels/voxel_AF-Q9H841-F1-model_v4.pt,Q9H841,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AF-Q99798-F1-model_v4,ten_percent_graphs/graph_AF-Q99798-F1-model_v4.pt,ten_percent_voxels/voxel_AF-Q99798-F1-model_v4.pt,Q99798,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AF-Q01201-F1-model_v4,ten_percent_graphs/graph_AF-Q01201-F1-model_v4.pt,ten_percent_voxels/voxel_AF-Q01201-F1-model_v4.pt,Q01201,1,1,0,1,1,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AF-Q13228-F1-model_v4,ten_percent_graphs/graph_AF-Q13228-F1-model_v4.pt,ten_percent_voxels/voxel_AF-Q13228-F1-model_v4.pt,Q13228,0,1,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AF-P05089-F1-model_v4,ten_percent_graphs/graph_AF-P05089-F1-model_v4.pt,ten_percent_voxels/voxel_AF-P05089-F1-model_v4.pt,P05089,1,1,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AF-O60308-F1-model_v4,ten_percent_graphs/graph_AF-O60308-F1-model_v4.pt,ten_percent_voxels/voxel_AF-O60308-F1-model_v4.pt,O60308,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
AF-Q9ULI1-F1-model_v4,ten_percent_graphs/graph_AF-Q9ULI1-F1-model_v4.pt,ten_percent_voxels/voxel_AF-Q9ULI1-F1-model_v4.pt,Q9ULI1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AF-Q5VZ52-F1-model_v4,ten_percent_graphs/graph_AF-Q5VZ52-F1-model_v4.pt,ten_percent_voxels/voxel_AF-Q5VZ52-F1-model_v4.pt,Q5VZ52,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AF-Q92630-F1-model_v4,ten_percent_graphs/graph_AF-Q92630-F1-model_v4.pt,ten_percent_voxels/voxel_AF-Q92630-F1-model_v4.pt,Q92630,1,1,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
AF-Q01523-F1-model_v4,ten_percent_graphs/graph_AF-Q01523-F1-model_v4.pt,ten_percent_voxels/voxel_AF-Q01523-F1-model_v4.pt,Q01523,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AF-P57735-F1-model_v4,ten_percent_graphs/graph_AF-P57735-F1-model_v4.pt,ten_percent_voxels/voxel_AF-P57735-F1-model_v4.pt,P57735,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
AF-Q9Y4G6-F1-model_v4,ten_percent_graphs/graph_AF-Q9Y4G6-F1-model_v4.pt,ten_percent_voxels/voxel_AF-Q9Y4G6-F1-model_v4.pt,Q9Y4G6,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AF-Q92959-F1-model_v4,ten_percent_graphs/graph_AF-Q92959-F1-model_v4.pt,ten_percent_voxels/voxel_AF-Q92959-F1-model_v4.pt,Q92959,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1
AF-Q8NAG6-F1-model_v4,ten_percent_graphs/graph_AF-Q8NAG6-F1-model_v4.pt,ten_percent_voxels/voxel_AF-Q8NAG6-F1-model_v4.pt,Q8NAG6,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AF-Q8N6Q8-F1-model_v4,ten_percent_graphs/graph_AF-Q8N6Q8-F1-model_v4.pt,ten_percent_voxels/voxel_AF-Q8N6Q8-F1-model_v4.pt,Q8N6Q8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AF-Q86W25-F1-model_v4,ten_percent_graphs/graph_AF-Q86W25-F1-model_v4.pt,ten_percent_voxels/voxel_AF-Q86W25-F1-model_v4.pt,Q86W25,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AF-P08138-F1-model_v4,ten_percent_graphs/graph_AF-P08138-F1-model_v4.pt,ten_percent_voxels/voxel_AF-P08138-F1-model_v4.pt,P08138,0,1,1,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AF-Q15034-F1-model_v4,ten_percent_graphs/graph_AF-Q15034-F1-model_v4.pt,ten_percent_voxels/voxel_AF-Q15034-F1-model_v4.pt,Q15034,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AF-Q9H400-F1-model_v4,ten_percent_graphs/graph_AF-Q9H400-F1-model_v4.pt,ten_percent_voxels/voxel_AF-Q9H400-F1-model_v4.pt,Q9H400,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AF-P60709-F1-model_v4,ten_percent_graphs/graph_AF-P60709-F1-model_v4.pt,ten_percent_voxels/voxel_AF-P60709-F1-model_v4.pt,P60709,1,1,1,1,1,1,0,1,1,0,0,1,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0
AF-Q13427-F1-model_v4,ten_percent_graphs/graph_AF-Q13427-F1-model_v4.pt,ten_percent_voxels/voxel_AF-Q13427-F1-model_v4.pt,Q13427,1,1,0,1,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AF-Q92874-F1-model_v4,ten_percent_graphs/graph_AF-Q92874-F1-model_v4.pt,ten_percent_voxels/voxel_AF-Q92874-F1-model_v4.pt,Q92874,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AF-O60225-F1-model_v4,ten_percent_graphs/graph_AF-O60225-F1-model_v4.pt,ten_percent_voxels/voxel_AF-O60225-F1-model_v4.pt,O60225,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AF-A6NIH7-F1-model_v4,ten_percent_graphs/graph_AF-A6NIH7-F1-model_v4.pt,ten_percent_voxels/voxel_AF-A6NIH7-F1-model_v4.pt,A6NIH7,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0
AF-Q9GZQ4-F1-model_v4,ten_percent_graphs/graph_AF-Q9GZQ4-F1-model_v4.pt,ten_percent_voxels/voxel_AF-Q9GZQ4-F1-model_v4.pt,Q9GZQ4,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AF-P0CG32-F1-model_v4,ten_percent_graphs/graph_AF-P0CG32-F1-model_v4.pt,ten_percent_voxels/voxel_AF-P0CG32-F1-model_v4.pt,P0CG32,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AF-A6NLJ0-F1-model_v4,ten_percent_graphs/graph_AF-A6NLJ0-F1-model_v4.pt,ten_percent_voxels/voxel_AF-A6NLJ0-F1-model_v4.pt,A6NLJ0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AF-P18085-F1-model_v4,ten_percent_graphs/graph_AF-P18085-F1-model_v4.pt,ten_percent_voxels/voxel_AF-P18085-F1-model_v4.pt,P18085,0,1,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0
AF-Q9NVV9-F1-model_v4,ten_percent_graphs/graph_AF-Q9NVV9-F1-model_v4.pt,ten_percent_voxels/voxel_AF-Q9NVV9-F1-model_v4.pt,Q9NVV9,1,0,0,0,1,0,0,0,0,0,0,1,1,0,0,1,0,0,1,0,1,0,0,0,1,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
AF-O60882-F1-model_v4,ten_percent_graphs/graph_AF-O60882-F1-model_v4.pt,ten_percent_voxels/voxel_AF-O60882-F1-model_v4.pt,O60882,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AF-O43623-F1-model_v4,ten_percent_graphs/graph_AF-O43623-F1-model_v4.pt,ten_percent_voxels/voxel_AF-O43623-F1-model_v4.pt,O43623,1,0,0,1,1,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
AF-Q15119-F1-model_v4,ten_percent_graphs/graph_AF-Q15119-F1-model_v4.pt,ten_percent_voxels/voxel_AF-Q15119-F1-model_v4.pt,Q15119,0,1,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AF-O43304-F1-model_v4,ten_percent_graphs/graph_AF-O43304-F1-model_v4.pt,ten_percent_voxels/voxel_AF-O43304-F1-model_v4.pt,O43304,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AF-Q8IZC4-F1-model_v4,ten_percent_graphs/graph_AF-Q8IZC4-F1-model_v4.pt,ten_percent_voxels/voxel_AF-Q8IZC4-F1-model_v4.pt,Q8IZC4,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AF-Q9BYN0-F1-model_v4,ten_percent_graphs/graph_AF-Q9BYN0-F1-model_v4.pt,ten_percent_voxels/voxel_AF-Q9BYN0-F1-model_v4.pt,Q9BYN0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AF-Q9UHG2-F1-model_v4,ten_percent_graphs/graph_AF-Q9UHG2-F1-model_v4.pt,ten_percent_voxels/voxel_AF-Q9UHG2-F1-model_v4.pt,Q9UHG2,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AF-Q99459-F1-model_v4,ten_percent_graphs/graph_AF-Q99459-F1-model_v4.pt,ten_percent_voxels/voxel_AF-Q99459-F1-model_v4.pt,Q99459,1,0,0,1,1,1,0,0,0,0,0,1,1,1,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AF-P18827-F1-model_v4,ten_percent_graphs/graph_AF-P18827-F1-model_v4.pt,ten_percent_voxels/voxel_AF-P18827-F1-model_v4.pt,P18827,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AF-Q99935-F1-model_v4,ten_percent_graphs/graph_AF-Q99935-F1-model_v4.pt,ten_percent_voxels/voxel_AF-Q99935-F1-model_v4.pt,Q99935,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AF-Q6ZRS4-F1-model_v4,ten_percent_graphs/graph_AF-Q6ZRS4-F1-model_v4.pt,ten_percent_voxels/voxel_AF-Q6ZRS4-F1-model_v4.pt,Q6ZRS4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AF-B9A6J2-F1-model_v4,ten_percent_graphs/graph_AF-B9A6J2-F1-model_v4.pt,ten_percent_voxels/voxel_AF-B9A6J2-F1-model_v4.pt,B9A6J2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
AF-Q03395-F1-model_v4,ten_percent_graphs/graph_AF-Q03395-F1-model_v4.pt,ten_percent_voxels/voxel_AF-Q03395-F1-model_v4.pt,Q03395,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AF-Q68J44-F1-model_v4,ten_percent_graphs/graph_AF-Q68J44-F1-model_v4.pt,ten_percent_voxels/voxel_AF-Q68J44-F1-model_v4.pt,Q68J44,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
